date,nao_index_daily
1950-08-31,0.4160000085830689
1950-09-01,0.4480000138282776
1950-09-02,0.5350000262260437
1950-09-03,0.7110000252723694
1950-09-04,0.847000002861023
1950-09-05,0.7519999742507935
1950-09-06,0.7900000214576721
1950-09-07,0.6389999985694885
1950-09-08,0.35600000619888306
1950-09-09,0.06400000303983687
1950-09-10,-0.024000000208616257
1950-09-11,0.13699999451637268
1950-09-12,-0.010999999940395357
1950-09-13,-0.06700000166893005
1950-09-14,0.019999999552965164
1950-09-15,0.621999979019165
1950-09-16,0.9860000014305116
1950-09-17,0.7110000252723694
1950-09-18,0.4280000030994415
1950-09-19,0.3409999907016754
1950-09-20,0.0820000022649765
1950-09-21,-0.08100000023841858
1950-09-22,-0.6140000224113464
1950-09-23,-1.2059999704360962
1950-09-24,-1.2960000038146973
1950-09-25,-1.0210000276565552
1950-09-26,-0.22599999606609344
1950-09-27,0.33799999952316284
1950-09-28,-0.14800000190734866
1950-09-29,-0.3100000023841858
1950-09-30,0.14800000190734866
1950-10-01,0.23899999260902405
1950-10-02,0.5929999947547913
1950-10-03,1.2100000381469729
1950-10-04,1.1640000343322754
1950-10-05,1.2489999532699585
1950-10-06,1.2450000047683716
1950-10-07,1.0149999856948853
1950-10-08,0.6949999928474426
1950-10-09,0.4709999859333038
1950-10-10,-0.014999999664723871
1950-10-11,-0.2720000147819519
1950-10-12,-0.2980000078678131
1950-10-13,-0.1979999989271164
1950-10-14,0.09200000017881392
1950-10-15,0.6430000066757202
1950-10-16,1.0770000219345093
1950-10-17,1.1390000581741333
1950-10-18,0.8849999904632568
1950-10-19,0.7799999713897705
1950-10-20,0.7580000162124634
1950-10-21,0.5400000214576721
1950-10-22,0.4959999918937683
1950-10-23,0.5820000171661377
1950-10-24,0.6790000200271606
1950-10-25,0.5230000019073486
1950-10-26,-0.2380000054836273
1950-10-27,-0.944000005722046
1950-10-28,-0.5540000200271606
1950-10-29,-0.1940000057220459
1950-10-30,-0.3219999969005585
1950-10-31,-0.8149999976158142
1950-11-01,-0.8709999918937683
1950-11-02,-0.6779999732971191
1950-11-03,-0.8479999899864197
1950-11-04,-0.8740000128746033
1950-11-05,-0.7749999761581421
1950-11-06,-0.3070000112056732
1950-11-07,0.3370000123977661
1950-11-08,0.04899999871850014
1950-11-09,-0.2829999923706055
1950-11-10,-0.15800000727176666
1950-11-11,0.15199999511241913
1950-11-12,0.4169999957084656
1950-11-13,0.3540000021457672
1950-11-14,0.16300000250339508
1950-11-15,-0.059999998658895486
1950-11-16,-0.2179999947547913
1950-11-17,-0.239999994635582
1950-11-18,-0.4390000104904175
1950-11-19,-0.7400000095367432
1950-11-20,-0.7250000238418579
1950-11-21,-0.7480000257492065
1950-11-22,-1.062999963760376
1950-11-23,-1.5130000114440918
1950-11-24,-1.6649999618530271
1950-11-25,-1.5720000267028809
1950-11-26,-1.4390000104904177
1950-11-27,-1.1959999799728394
1950-11-28,-0.5609999895095825
1950-11-29,-0.2840000092983246
1950-11-30,-0.7620000243186951
1950-12-01,-0.1850000023841858
1950-12-02,-0.2160000056028366
1950-12-03,-0.5640000104904175
1950-12-04,-1.0549999475479126
1950-12-05,-0.9760000109672546
1950-12-06,-0.05799999833106995
1950-12-07,0.5289999842643738
1950-12-08,0.28200000524520874
1950-12-09,-0.13600000739097595
1950-12-10,-0.12099999934434892
1950-12-11,0.05799999833106995
1950-12-12,-0.004000000189989804
1950-12-13,0.0070000002160668364
1950-12-14,-0.06599999964237213
1950-12-15,-0.2280000001192093
1950-12-16,-0.5440000295639038
1950-12-17,-0.6679999828338623
1950-12-18,-0.5139999985694885
1950-12-19,-0.5170000195503235
1950-12-20,-0.6399999856948853
1950-12-21,-0.531000018119812
1950-12-22,-0.8759999871253967
1950-12-23,-1.309000015258789
1950-12-24,-1.468000054359436
1950-12-25,-1.6419999599456787
1950-12-26,-1.6710000038146973
1950-12-27,-1.4539999961853027
1950-12-28,-1.212000012397766
1950-12-29,-0.9229999780654908
1950-12-30,-0.699999988079071
1950-12-31,-0.6460000276565552
1951-01-01,-0.7450000047683716
1951-01-02,-0.5289999842643738
1951-01-03,-0.21699999272823334
1951-01-04,0.05700000002980232
1951-01-05,-0.045000001788139336
1951-01-06,0.0130000002682209
1951-01-07,0.02199999988079071
1951-01-08,-0.3140000104904175
1951-01-09,-0.4339999854564667
1951-01-10,-0.09200000017881392
1951-01-11,-0.2669999897480011
1951-01-12,-0.6389999985694885
1951-01-13,-0.6949999928474426
1951-01-14,-0.7910000085830688
1951-01-15,-0.8629999756813049
1951-01-16,-0.6650000214576721
1951-01-17,0.06700000166893005
1951-01-18,0.004999999888241291
1951-01-19,-0.2430000007152557
1951-01-20,-0.19099999964237213
1951-01-21,0.0560000017285347
1951-01-22,0.2380000054836273
1951-01-23,0.367000013589859
1951-01-24,0.6769999861717224
1951-01-25,0.8690000176429749
1951-01-26,0.8190000057220459
1951-01-27,0.5249999761581421
1951-01-28,0.7129999995231628
1951-01-29,1.274999976158142
1951-01-30,1.312000036239624
1951-01-31,1.156999945640564
1951-02-01,1.2690000534057615
1951-02-02,1.4490000009536743
1951-02-03,1.4650000333786009
1951-02-04,1.3250000476837158
1951-02-05,0.9670000076293944
1951-02-06,0.8289999961853027
1951-02-07,0.9660000205039978
1951-02-08,0.8190000057220459
1951-02-09,0.734000027179718
1951-02-10,0.8870000243186951
1951-02-11,1.0210000276565552
1951-02-12,0.7950000166893005
1951-02-13,0.5559999942779541
1951-02-14,0.7059999704360962
1951-02-15,0.5239999890327454
1951-02-16,0.3019999861717224
1951-02-17,0.30799999833106995
1951-02-18,0.20399999618530276
1951-02-19,0.18299999833106995
1951-02-20,0.30000001192092896
1951-02-21,0.1420000046491623
1951-02-22,-0.07599999755620956
1951-02-23,-0.17299999296665192
1951-02-24,-0.27900001406669617
1951-02-25,-0.20200000703334808
1951-02-26,-0.004000000189989804
1951-02-27,0.1340000033378601
1951-02-28,0.1469999998807907
1951-03-01,0.01899999938905239
1951-03-02,-0.0820000022649765
1951-03-03,-0.17399999499320984
1951-03-04,-0.3149999976158142
1951-03-05,-0.26100000739097595
1951-03-06,-0.1979999989271164
1951-03-07,-0.3970000147819519
1951-03-08,-0.6240000128746033
1951-03-09,-0.8560000061988831
1951-03-10,-1.0880000591278076
1951-03-11,-0.9369999766349792
1951-03-12,-0.5820000171661377
1951-03-13,-0.4679999947547913
1951-03-14,-0.4379999935626984
1951-03-15,-0.5009999871253967
1951-03-16,-0.6690000295639038
1951-03-17,-0.6340000033378601
1951-03-18,-0.39399999380111694
1951-03-19,-0.3779999911785126
1951-03-20,-0.2529999911785126
1951-03-21,0.12200000137090684
1951-03-22,0.3199999928474426
1951-03-23,0.5339999794960022
1951-03-24,0.3310000002384186
1951-03-25,-0.09799999743700027
1951-03-26,-0.4600000083446503
1951-03-27,-0.8870000243186951
1951-03-28,-1.1130000352859497
1951-03-29,-1.062999963760376
1951-03-30,-0.9020000100135804
1951-03-31,-0.5960000157356262
1951-04-01,-0.3389999866485596
1951-04-02,-0.18400000035762787
1951-04-03,-0.08500000089406967
1951-04-04,-0.15000000596046448
1951-04-05,-0.1420000046491623
1951-04-06,-0.29899999499320984
1951-04-07,-0.3810000121593475
1951-04-08,-0.4650000035762787
1951-04-09,-0.6129999756813049
1951-04-10,-0.9179999828338624
1951-04-11,-0.9369999766349792
1951-04-12,-0.7919999957084656
1951-04-13,-0.6660000085830688
1951-04-14,-0.6620000004768372
1951-04-15,-0.8560000061988831
1951-04-16,-0.9049999713897704
1951-04-17,-0.765999972820282
1951-04-18,-0.4749999940395355
1951-04-19,0.06199999898672104
1951-04-20,0.4189999997615814
1951-04-21,0.7649999856948853
1951-04-22,1.0900000333786009
1951-04-23,1.371000051498413
1951-04-24,1.2289999723434448
1951-04-25,0.9089999794960022
1951-04-26,0.3880000114440918
1951-04-27,0.4079999923706055
1951-04-28,0.3700000047683716
1951-04-29,-0.164000004529953
1951-04-30,-0.8240000009536743
1951-05-01,-1.5970000028610232
1951-05-02,-2.289999961853028
1951-05-03,-2.1640000343322754
1951-05-04,-1.7189999818801882
1951-05-05,-1.1299999952316284
1951-05-06,-0.5600000023841858
1951-05-07,-0.19099999964237213
1951-05-08,-0.06400000303983687
1951-05-09,0.23499999940395355
1951-05-10,0.5249999761581421
1951-05-11,0.7129999995231628
1951-05-12,0.5950000286102295
1951-05-13,0.4160000085830689
1951-05-14,0.6420000195503235
1951-05-15,1.093999981880188
1951-05-16,1.2480000257492063
1951-05-17,1.1770000457763672
1951-05-18,0.8709999918937683
1951-05-19,0.3470000028610229
1951-05-20,-0.19599999487400052
1951-05-21,-0.5009999871253967
1951-05-22,-0.5099999904632568
1951-05-23,-0.30399999022483826
1951-05-24,-0.2770000100135803
1951-05-25,-0.35499998927116394
1951-05-26,-0.5360000133514404
1951-05-27,-0.5230000019073486
1951-05-28,-0.2919999957084656
1951-05-29,-0.2849999964237213
1951-05-30,-0.4519999921321869
1951-05-31,-0.5040000081062317
1951-06-01,-0.27300000190734863
1951-06-02,-0.20900000631809235
1951-06-03,-0.6230000257492065
1951-06-04,-0.8100000023841858
1951-06-05,-0.8199999928474426
1951-06-06,-0.9980000257492064
1951-06-07,-1.4709999561309814
1951-06-08,-1.6770000457763672
1951-06-09,-1.7200000286102295
1951-06-10,-1.5369999408721924
1951-06-11,-1.2960000038146973
1951-06-12,-1.1510000228881836
1951-06-13,-1.0609999895095823
1951-06-14,-1.0470000505447388
1951-06-15,-1.055999994277954
1951-06-16,-1.0989999771118164
1951-06-17,-1.0039999485015871
1951-06-18,-0.902999997138977
1951-06-19,-0.7049999833106995
1951-06-20,-0.5540000200271606
1951-06-21,-0.3420000076293945
1951-06-22,-0.24699999392032626
1951-06-23,-0.2070000022649765
1951-06-24,-0.18700000643730166
1951-06-25,-0.25
1951-06-26,-0.6740000247955322
1951-06-27,-1.0980000495910645
1951-06-28,-1.133999943733215
1951-06-29,-0.6940000057220459
1951-06-30,-0.20200000703334808
1951-07-01,0.09700000286102296
1951-07-02,0.0949999988079071
1951-07-03,0.1330000013113022
1951-07-04,0.11800000071525575
1951-07-05,0.4629999995231629
1951-07-06,1.0180000066757202
1951-07-07,1.1820000410079956
1951-07-08,0.9089999794960022
1951-07-09,0.6330000162124634
1951-07-10,0.9110000133514404
1951-07-11,1.2269999980926514
1951-07-12,1.3209999799728394
1951-07-13,1.3229999542236328
1951-07-14,1.3550000190734863
1951-07-15,1.5950000286102295
1951-07-16,1.687000036239624
1951-07-17,1.3650000095367432
1951-07-18,0.8650000095367432
1951-07-19,0.15299999713897705
1951-07-20,-0.593999981880188
1951-07-21,-0.8109999895095825
1951-07-22,-0.16300000250339508
1951-07-23,0.2870000004768372
1951-07-24,0.5189999938011169
1951-07-25,0.5590000152587891
1951-07-26,0.6930000185966492
1951-07-27,0.4539999961853027
1951-07-28,0.3840000033378601
1951-07-29,0.621999979019165
1951-07-30,0.5479999780654907
1951-07-31,0.5440000295639038
1951-08-01,0.7919999957084656
1951-08-02,0.6940000057220459
1951-08-03,0.6959999799728394
1951-08-04,0.4709999859333038
1951-08-05,0.2639999985694885
1951-08-06,0.2329999953508377
1951-08-07,-0.17599999904632568
1951-08-08,-0.2930000126361847
1951-08-09,-0.1770000010728836
1951-08-10,-0.20399999618530276
1951-08-11,-0.33399999141693115
1951-08-12,-0.3310000002384186
1951-08-13,-0.3930000066757202
1951-08-14,-0.3100000023841858
1951-08-15,-0.1679999977350235
1951-08-16,-0.5180000066757202
1951-08-17,-0.7239999771118164
1951-08-18,-0.5709999799728394
1951-08-19,-0.2549999952316284
1951-08-20,0.06300000101327896
1951-08-21,0.2329999953508377
1951-08-22,0.29100000858306885
1951-08-23,0.3160000145435333
1951-08-24,0.4729999899864197
1951-08-25,-0.03099999949336052
1951-08-26,-0.2759999930858612
1951-08-27,-0.578000009059906
1951-08-28,-0.9850000143051147
1951-08-29,-1.0839999914169312
1951-08-30,-1.133999943733215
1951-08-31,-1.315000057220459
1951-09-01,-1.3919999599456787
1951-09-02,-1.2630000114440918
1951-09-03,-0.6179999709129333
1951-09-04,0.001000000047497451
1951-09-05,0.03799999877810478
1951-09-06,-0.2280000001192093
1951-09-07,-0.4050000011920929
1951-09-08,-0.5270000100135803
1951-09-09,-0.5899999737739563
1951-09-10,-0.7509999871253967
1951-09-11,-0.6840000152587891
1951-09-12,-0.479999989271164
1951-09-13,-0.722000002861023
1951-09-14,-0.890999972820282
1951-09-15,-0.609000027179718
1951-09-16,-0.4320000112056732
1951-09-17,-0.3970000147819519
1951-09-18,-0.6230000257492065
1951-09-19,-0.5989999771118164
1951-09-20,-0.32600000500679016
1951-09-21,-0.08100000023841858
1951-09-22,-0.22599999606609344
1951-09-23,-0.4830000102519989
1951-09-24,-0.7839999794960022
1951-09-25,-0.7670000195503235
1951-09-26,-0.7680000066757202
1951-09-27,-0.8730000257492065
1951-09-28,-0.6729999780654907
1951-09-29,-0.4129999876022339
1951-09-30,-0.2460000067949295
1951-10-01,-0.11900000274181365
1951-10-02,0.08500000089406967
1951-10-03,0.1979999989271164
1951-10-04,0.2619999945163727
1951-10-05,0.4639999866485596
1951-10-06,0.574999988079071
1951-10-07,0.6159999966621399
1951-10-08,0.4959999918937683
1951-10-09,0.6610000133514404
1951-10-10,1.3869999647140503
1951-10-11,1.4650000333786009
1951-10-12,1.4179999828338623
1951-10-13,1.371000051498413
1951-10-14,1.621999979019165
1951-10-15,2.315000057220459
1951-10-16,2.351999998092652
1951-10-17,1.6959999799728394
1951-10-18,1.1990000009536743
1951-10-19,1.0959999561309814
1951-10-20,0.6639999747276306
1951-10-21,0.6850000023841858
1951-10-22,0.6940000057220459
1951-10-23,0.8059999942779541
1951-10-24,0.8560000061988831
1951-10-25,0.6010000109672546
1951-10-26,0.4679999947547913
1951-10-27,0.6140000224113464
1951-10-28,0.671999990940094
1951-10-29,0.6340000033378601
1951-10-30,0.5009999871253967
1951-10-31,0.5809999704360962
1951-11-01,0.4169999957084656
1951-11-02,0.11400000005960464
1951-11-03,-0.4110000133514404
1951-11-04,-1.3730000257492063
1951-11-05,-1.1390000581741333
1951-11-06,-0.328000009059906
1951-11-07,0.061000000685453415
1951-11-08,-0.421999990940094
1951-11-09,-0.6949999928474426
1951-11-10,-0.4289999902248383
1951-11-11,-0.41999998688697815
1951-11-12,-0.7580000162124634
1951-11-13,-0.9559999704360962
1951-11-14,-1.0
1951-11-15,-0.8949999809265137
1951-11-16,-0.5210000276565552
1951-11-17,-0.3330000042915344
1951-11-18,-0.4410000145435333
1951-11-19,-0.4749999940395355
1951-11-20,-0.08900000154972076
1951-11-21,0.08100000023841858
1951-11-22,0.14900000393390656
1951-11-23,0.3810000121593475
1951-11-24,0.6039999723434448
1951-11-25,0.8339999914169312
1951-11-26,1.037999987602234
1951-11-27,0.8069999814033508
1951-11-28,0.4449999928474426
1951-11-29,0.5299999713897705
1951-11-30,0.8249999880790709
1951-12-01,1.9279999732971191
1951-12-02,1.5750000476837158
1951-12-03,1.406999945640564
1951-12-04,1.312000036239624
1951-12-05,1.4859999418258667
1951-12-06,1.315000057220459
1951-12-07,1.1089999675750732
1951-12-08,1.2280000448226929
1951-12-09,1.0440000295639038
1951-12-10,0.3070000112056732
1951-12-11,-0.3490000069141388
1951-12-12,-0.6359999775886536
1951-12-13,-0.7580000162124634
1951-12-14,-0.4169999957084656
1951-12-15,-0.3240000009536743
1951-12-16,-0.4560000002384186
1951-12-17,-0.13600000739097595
1951-12-18,0.3409999907016754
1951-12-19,0.4749999940395355
1951-12-20,0.30399999022483826
1951-12-21,0.5580000281333923
1951-12-22,0.718999981880188
1951-12-23,1.0299999713897705
1951-12-24,1.493000030517578
1951-12-25,1.4550000429153442
1951-12-26,1.1460000276565552
1951-12-27,1.0820000171661377
1951-12-28,0.984000027179718
1951-12-29,0.6489999890327454
1951-12-30,0.7870000004768372
1951-12-31,0.7599999904632568
1952-01-01,0.26100000739097595
1952-01-02,0.193000003695488
1952-01-03,0.21199999749660486
1952-01-04,0.3429999947547913
1952-01-05,0.4970000088214874
1952-01-06,0.984000027179718
1952-01-07,1.3700000047683716
1952-01-08,1.4220000505447388
1952-01-09,1.2170000076293943
1952-01-10,1.190000057220459
1952-01-11,1.0039999485015871
1952-01-12,0.8970000147819519
1952-01-13,1.1430000066757202
1952-01-14,1.0709999799728394
1952-01-15,1.0520000457763672
1952-01-16,0.6290000081062317
1952-01-17,-0.0560000017285347
1952-01-18,-0.239999994635582
1952-01-19,-0.11900000274181365
1952-01-20,-0.050999999046325684
1952-01-21,-0.16500000655651093
1952-01-22,-0.3659999966621399
1952-01-23,-0.14399999380111694
1952-01-24,0.002000000094994902
1952-01-25,-0.07199999690055847
1952-01-26,0.17800000309944153
1952-01-27,0.4620000123977661
1952-01-28,0.6880000233650208
1952-01-29,0.8790000081062317
1952-01-30,1.13100004196167
1952-01-31,1.2100000381469729
1952-02-01,0.9290000200271606
1952-02-02,0.4900000095367432
1952-02-03,-0.027000000700354576
1952-02-04,-0.17599999904632568
1952-02-05,-0.18400000035762787
1952-02-06,-0.006000000052154064
1952-02-07,-0.1289999932050705
1952-02-08,-0.3210000097751617
1952-02-09,-0.3319999873638153
1952-02-10,-0.19699999690055847
1952-02-11,-0.08299999684095383
1952-02-12,-0.2189999967813492
1952-02-13,-0.3899999856948853
1952-02-14,-0.3199999928474426
1952-02-15,-0.3310000002384186
1952-02-16,-0.5299999713897705
1952-02-17,-0.6420000195503235
1952-02-18,-0.6259999871253967
1952-02-19,-0.5479999780654907
1952-02-20,-0.5149999856948853
1952-02-21,-0.41999998688697815
1952-02-22,-0.17399999499320984
1952-02-23,-0.027000000700354576
1952-02-24,0.05700000002980232
1952-02-25,0.09799999743700027
1952-02-26,0.05799999833106995
1952-02-27,-0.004999999888241291
1952-02-28,-0.1770000010728836
1952-02-29,-0.4149999916553497
1952-03-01,-0.4259999990463257
1952-03-02,-0.35100001096725464
1952-03-03,-0.5270000100135803
1952-03-04,-0.6819999814033508
1952-03-05,-0.7739999890327454
1952-03-06,-0.8619999885559082
1952-03-07,-0.8230000138282776
1952-03-08,-0.7250000238418579
1952-03-09,-0.777999997138977
1952-03-10,-0.8220000267028809
1952-03-11,-0.7519999742507935
1952-03-12,-0.7820000052452087
1952-03-13,-0.8700000047683716
1952-03-14,-0.8199999928474426
1952-03-15,-0.7319999933242798
1952-03-16,-0.6470000147819519
1952-03-17,-0.4699999988079071
1952-03-18,-0.17499999701976776
1952-03-19,0.07199999690055847
1952-03-20,0.2870000004768372
1952-03-21,0.4129999876022339
1952-03-22,0.3869999945163727
1952-03-23,-0.027000000700354576
1952-03-24,-0.3680000007152557
1952-03-25,-0.5370000004768372
1952-03-26,-0.7670000195503235
1952-03-27,-1.1430000066757202
1952-03-28,-1.5980000495910645
1952-03-29,-1.5470000505447388
1952-03-30,-1.1410000324249268
1952-03-31,-0.8690000176429749
1952-04-01,-0.7940000295639038
1952-04-02,-0.597000002861023
1952-04-03,-0.2290000021457672
1952-04-04,0.27399998903274536
1952-04-05,0.6269999742507935
1952-04-06,0.6449999809265137
1952-04-07,0.7450000047683716
1952-04-08,0.915000021457672
1952-04-09,0.8100000023841858
1952-04-10,0.875
1952-04-11,1.1519999504089355
1952-04-12,1.1820000410079956
1952-04-13,0.9089999794960022
1952-04-14,0.7089999914169312
1952-04-15,0.5789999961853027
1952-04-16,0.703000009059906
1952-04-17,0.656000018119812
1952-04-18,0.8199999928474426
1952-04-19,0.7960000038146973
1952-04-20,0.3950000107288361
1952-04-21,-0.012000000104308128
1952-04-22,-0.18700000643730166
1952-04-23,0.014000000432133676
1952-04-24,-0.008999999612569809
1952-04-25,0.0
1952-04-26,0.05799999833106995
1952-04-27,0.12300000339746475
1952-04-28,-0.027000000700354576
1952-04-29,-0.35499998927116394
1952-04-30,-0.656000018119812
1952-05-01,-0.8999999761581421
